Name,CAS,SMILES,IUPAC_Name
Isoxathion,18854-01-8,C(C)OP(=S)(OC1=NOC(=C1)C1=CC=CC=C1)OCC,"diethoxy-[(5-phenyl-1,2-oxazol-3-yl)oxy]-sulfanylidene-lambda5-phosphane"
Formic acid,64-18-6,C(=O)O,formic acid
Lufenuron,103055-07-8,ClC1=C(C=C(C(=C1)OC(C(C(F)(F)F)F)(F)F)Cl)NC(=O)NC(C1=C(C=CC=C1F)F)=O,"N-[[2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl]carbamoyl]-2,6-difluorobenzamide"
Dimpropyridaz,1403615-77-9,C(C)N(C(=O)C=1C=NN(C1C)C(C)C(C)C)C1=CN=NC=C1,N-ethyl-5-methyl-1-(3-methylbutan-2-yl)-N-pyridazin-4-ylpyrazole-4-carboxamide
Tiorantraniliprole,1442448-92-1,BrC1=NN(C(=C1)C(=O)NC1=C(C=C(C=C1C(NC(C)C)=S)Cl)Cl)C1=NC=CC=C1Cl,"3-bromo-1-(3-chloro-2-pyridinyl)-N-[2,4-dichloro-6-(propan-2-ylcarbamothioyl)phenyl]pyrazole-5-carboxamide"
Chlorbenside,103-17-3,ClC1=CC=C(C=C1)SCC1=CC=C(C=C1)Cl,1-chloro-4-[(4-chlorophenyl)methylsulfanyl]benzene
Oxydeprofos,2674-91-1,COP(=O)(OC)SC(CS(=O)CC)C,2-dimethoxyphosphorylsulfanyl-1-ethylsulfinylpropane
Fosthiazate,98886-44-3,CC(CC)SP(=O)(OCC)N1C(SCC1)=O,"3-[butan-2-ylsulfanyl(ethoxy)phosphoryl]-1,3-thiazolidin-2-one"
Fenitrothion,122-14-5,COP(=S)(OC1=CC(=C(C=C1)[N+](=O)[O-])C)OC,dimethoxy-(3-methyl-4-nitrophenoxy)-sulfanylidene-lambda5-phosphane
Arsenic acid,7778-39-4,[As](O)(O)(O)=O,arsoric acid
Pyridalyl,179101-81-6,ClC1=C(OCCCOC2=NC=C(C=C2)C(F)(F)F)C(=CC(=C1)OCC=C(Cl)Cl)Cl,"2-[3-[2,6-dichloro-4-(3,3-dichloroprop-2-enoxy)phenoxy]propoxy]-5-(trifluoromethyl)pyridine"
Flometoquin,875775-74-9,C(OC1=C(C(=NC2=CC(=C(C=C12)OC1=CC=C(C=C1)OC(F)(F)F)C)CC)C)(OC)=O,"[2-ethyl-3,7-dimethyl-6-[4-(trifluoromethoxy)phenoxy]quinolin-4-yl] methyl carbonate"
Thiodicarb,59669-26-0,CN(C(=O)ON=C(C)SC)SN(C(=O)ON=C(C)SC)C,methyl N-[methyl-[methyl-(1-methylsulfanylethylideneamino)oxycarbonylamino]sulfanylcarbamoyl]oxyethanimidothioate
S-methoprene,65733-16-6,COC(CCC[C@@H](C/C=C/C(=C/C(=O)OC(C)C)/C)C)(C)C,"propan-2-yl (2E,4E,7S)-11-methoxy-3,7,11-trimethyldodeca-2,4-dienoate"
Methomyl,16752-77-5,CNC(=O)ON=C(C)SC,methyl N-(methylcarbamoyloxy)ethanimidothioate
Sulfotep,3689-24-5,C(C)OP(=S)(OP(=S)(OCC)OCC)OCC,diethoxyphosphinothioyloxy-diethoxy-sulfanylidene-lambda5-phosphane
Linoleic acid,60-33-3,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)O,"(9Z,12Z)-octadeca-9,12-dienoic acid"
Zeta-cypermethrin,1315501-18-8,ClC(=CC1C(C1C(=O)O[C@@H](C1=CC(=CC=C1)OC1=CC=CC=C1)C#N)(C)C)Cl,"[(S)-cyano-(3-phenoxyphenyl)methyl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate"
Malathion,121-75-5,COP(=S)(OC)SC(C(=O)OCC)CC(=O)OCC,diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate
Boric acid,10043-35-3,B(O)(O)O,boric acid
Dichloromethane,75-09-2,ClCCl,dichloromethane
Isolan,119-38-0,CN(C(OC=1N(N=C(C1)C)C(C)C)=O)C,"(5-methyl-2-propan-2-ylpyrazol-3-yl) N,N-dimethylcarbamate"
Spinetoram,935545-74-7,CN([C@H]1CC[C@@H](O[C@@H]1C)O[C@@H]1[C@H](C(C2=C[C@H]3[C@@H]4CC(C[C@H]4CC[C@H]3C2CC(O[C@H](CCC1)CC)=O)O[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1OC)OCC)OC)C)=O)C)C,"(2R,5R,9R,10S,14R,15S,19S)-15-[(2R,5S,6R)-5-(dimethylamino)-6-methyloxan-2-yl]oxy-7-[(2R,3R,4R,5S,6S)-4-ethoxy-3,5-dimethoxy-6-methyloxan-2-yl]oxy-19-ethyl-14-methyl-20-oxatetracyclo[10.10.0.02,10.05,9]docos-11-ene-13,21-dione"
Chlordimeform,6164-98-3,ClC1=CC(=C(C=C1)N=CN(C)C)C,"N'-(4-chloro-2-methylphenyl)-N,N-dimethylmethanimidamide"
Altretamine,645-05-6,CN(C1=NC(=NC(=N1)N(C)C)N(C)C)C,"2-N,2-N,4-N,4-N,6-N,6-N-hexamethyl-1,3,5-triazine-2,4,6-triamine"
Transpermethrin,61949-77-7,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,"cis-(3-phenoxyphenyl)methyl (1R,3S)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate"
Trans-verbenol,22339-08-8,CC1=C[C@@H]([C@H]2C([C@@H]1C2)(C)C)O,"(1R,2S,5R)-4,6,6-trimethylbicyclo[3.1.1]hept-3-en-2-ol"
Aramite,140-57-8,S(=O)(OC(COC1=CC=C(C=C1)C(C)(C)C)C)OCCCl,1-(4-tert-butylphenoxy)propan-2-yl 2-chloroethyl sulfite
Fipronil,120068-37-3,NC1=C(C(=NN1C1=C(C=C(C=C1Cl)C(F)(F)F)Cl)C#N)S(=O)C(F)(F)F,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethylsulfinyl)pyrazole-3-carbonitrile"
Chlorfluazuron,71422-67-8,ClC=1C=C(C=C(C1OC1=NC=C(C=C1Cl)C(F)(F)F)Cl)NC(=O)NC(C1=C(C=CC=C1F)F)=O,"N-[[3,5-dichloro-4-[[3-chloro-5-(trifluoromethyl)-2-pyridinyl]oxy]phenyl]carbamoyl]-2,6-difluorobenzamide"
Cyromazine,66215-27-8,C1(CC1)NC1=NC(=NC(=N1)N)N,"2-N-cyclopropyl-1,3,5-triazine-2,4,6-triamine"
Fenthion-ethyl,1716-09-2,C(C)OP(=S)(OC1=CC(=C(C=C1)SC)C)OCC,diethoxy-(3-methyl-4-methylsulfanylphenoxy)-sulfanylidene-lambda5-phosphane
Quinalphos,13593-03-8,C(C)OP(=S)(OC1=NC2=CC=CC=C2N=C1)OCC,diethoxy-quinoxalin-2-yloxy-sulfanylidene-lambda5-phosphane
Dimethyl sulphide,75-18-3,CSC,methylsulfanylmethane
Camphechlor,8001-35-2,ClC12C(C(C(C(C1Cl)Cl)(C2(Cl)Cl)Cl)=C)(CCl)CCl,"1,4,5,6,7,7-hexachloro-2,2-bis(chloromethyl)-3-methylidenebicyclo[2.2.1]heptane"
Fenthion,55-38-9,COP(=S)(OC1=CC(=C(C=C1)SC)C)OC,dimethoxy-(3-methyl-4-methylsulfanylphenoxy)-sulfanylidene-lambda5-phosphane
Lavandulyl senecioate,337465-11-9,CC(=CC(=O)OC[C@@H](CC=C(C)C)C(=C)C)C,[(2S)-5-methyl-2-prop-1-en-2-ylhex-4-enyl] 3-methylbut-2-enoate
Bromomethane,74-83-9,BrC,bromomethane
Aldicarb,116-06-3,CNC(O/N=C/C(C)(SC)C)=O,[(E)-(2-methyl-2-methylsulfanylpropylidene)amino] N-methylcarbamate
Butathiofos,90338-20-8,C(C)(C)(C)C1=NC=C(C=N1)OP(=S)(OCC)OCC,(2-tert-butylpyrimidin-5-yl)oxy-diethoxy-sulfanylidene-lambda5-phosphane
Cartap hydrochloride,15263-52-2,[Cl-].C[NH+](C)C(CSC(N)=O)CSC(N)=O,S-[3-carbamoylsulfanyl-2-(dimethylamino)propyl] carbamothioate;hydrochloride
Binapacryl,485-31-4,CC(=CC(=O)OC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(C)CC)C,"(2-butan-2-yl-4,6-dinitrophenyl) 3-methylbut-2-enoate"
Chlorthion,500-28-7,ClC=1C=C(OP(=S)(OC)OC)C=CC1[N+](=O)[O-],(3-chloro-4-nitrophenoxy)-dimethoxy-sulfanylidene-lambda5-phosphane
Cloethocarb,51487-69-5,CNC(OC1=C(C=CC=C1)OC(CCl)OC)=O,[2-(2-chloro-1-methoxyethoxy)phenyl] N-methylcarbamate
Demephion-S,2587-90-8,COP(=O)(OC)SCCSC,1-dimethoxyphosphorylsulfanyl-2-methylsulfanylethane
Dinex,131-89-5,C1(CCCCC1)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O,"2-cyclohexyl-4,6-dinitrophenol"
Kelevan,4234-79-1,ClC12C3(C4(C5(C(C3(C2(C5(C4(C1(Cl)Cl)Cl)Cl)Cl)Cl)(O)CC(CCC(=O)OCC)=O)Cl)Cl)Cl,"ethyl 5-(1,2,3,4,6,7,8,9,10,10-decachloro-5-hydroxy-5-pentacyclo[5.3.0.02,6.03,9.04,8]decanyl)-4-oxopentanoate"
D-camphor,464-49-3,C[C@@]12C(C[C@@H](CC1)C2(C)C)=O,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one"
Spiropidion,1229023-00-0,C(OC1=C(C(N(C12CCN(CC2)OC)C)=O)C2=C(C=C(C=C2C)Cl)C)(OCC)=O,"[3-(4-chloro-2,6-dimethylphenyl)-8-methoxy-1-methyl-2-oxo-1,8-diazaspiro[4.5]dec-3-en-4-yl] ethyl carbonate"
Trifenmorph,1420-06-0,C(C1=CC=CC=C1)(C1=CC=CC=C1)(C1=CC=CC=C1)N1CCOCC1,4-tritylmorpholine
Iodomethane,74-88-4,Not found,iodomethane
Pyriproxyfen,95737-68-1,O(C1=CC=CC=C1)C1=CC=C(OCC(C)OC2=NC=CC=C2)C=C1,2-[1-(4-phenoxyphenoxy)propan-2-yloxy]pyridine
Formothion,2540-82-1,COP(=S)(OC)SCC(=O)N(C)C=O,2-dimethoxyphosphinothioylsulfanyl-N-formyl-N-methylacetamide
Hexaflumuron,86479-06-3,ClC=1C=C(C=C(C1OC(C(F)F)(F)F)Cl)NC(=O)NC(C1=C(C=CC=C1F)F)=O,"N-[[3,5-dichloro-4-(1,1,2,2-tetrafluoroethoxy)phenyl]carbamoyl]-2,6-difluorobenzamide"
Butocarboxim,34681-10-2,CNC(ON=C(C)C(C)SC)=O,(3-methylsulfanylbutan-2-ylideneamino) N-methylcarbamate
11-tetradecenal,35746-21-5,C(CCCCCCCCC\C=C\CC)=O,(E)-tetradec-11-enal
Thiocyclam oxalate,31895-22-4,CN(C)C1CSSSC1.OC(=O)C(O)=O,"N,N-dimethyltrithian-5-amine;oxalic acid"
Citric acid anhydrous,77-92-9,OC(CC(=O)O)(CC(=O)O)C(=O)O,"2-hydroxypropane-1,2,3-tricarboxylic acid"
Chinomethionat,2439-01-2,CC=1C=C2N=C3C(=NC2=CC1)SC(S3)=O,"6-methyl-[1,3]dithiolo[4,5-b]quinoxalin-2-one"
Chlorpyrifos,2921-88-2,C(C)OP(OC1=NC(=C(C=C1Cl)Cl)Cl)(=S)OCC,"diethoxy-sulfanylidene-[(3,5,6-trichloro-2-pyridinyl)oxy]-lambda5-phosphane"
Cyantraniliprole,736994-63-1,BrC1=NN(C(=C1)C(=O)NC1=C(C=C(C=C1C(NC)=O)C#N)C)C1=NC=CC=C1Cl,3-bromo-1-(3-chloro-2-pyridinyl)-N-[4-cyano-2-methyl-6-(methylcarbamoyl)phenyl]pyrazole-5-carboxamide
Pyraclofos,89784-60-1,ClC1=CC=C(C=C1)N1N=CC(=C1)OP(=O)(SCCC)OCC,1-(4-chlorophenyl)-4-[ethoxy(propylsulfanyl)phosphoryl]oxypyrazole
Tralomethrin,1375081-91-6,CC1(C)[C@@H](C(Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,"cis-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3S)-2,2-dimethyl-3-(1,2,2,2-tetrabromoethyl)cyclopropane-1-carboxylate"
Bistrifluron,201593-84-2,ClC1=C(C=C(C=C1C(F)(F)F)C(F)(F)F)NC(=O)NC(C1=C(C=CC=C1F)F)=O,"N-[[2-chloro-3,5-bis(trifluoromethyl)phenyl]carbamoyl]-2,6-difluorobenzamide"
DAEP,13265-60-6,COP(=S)(OC)SCCNC(C)=O,N-(2-dimethoxyphosphinothioylsulfanylethyl)acetamide
Isomalathion,3344-12-5,COP(=O)(SC)SC(C(=O)OCC)CC(=O)OCC,diethyl 2-[methoxy(methylsulfanyl)phosphoryl]sulfanylbutanedioate
Sodium hexafluorosilicate,16893-85-9,[Na+].[Na+].F[Si--](F)(F)(F)(F)F,disodium;hexafluorosilicon(2-)
Ethoprophos,13194-48-4,C(C)OP(=O)(SCCC)SCCC,1-[ethoxy(propylsulfanyl)phosphoryl]sulfanylpropane
Fenethacarb,30087-47-9,CNC(OC1=CC(=CC(=C1)CC)CC)=O,"(3,5-diethylphenyl) N-methylcarbamate"
Heptenophos,23560-59-0,P(=O)(OC=1C2CC=CC2C1Cl)(OC)OC,"(7-chloro-6-bicyclo[3.2.0]hepta-2,6-dienyl) dimethyl phosphate"
Chromafenozide,143807-66-3,C(C)(C)(C)N(NC(=O)C=1C(=C2CCCOC2=CC1)C)C(C1=CC(=CC(=C1)C)C)=O,"N'-tert-butyl-N'-(3,5-dimethylbenzoyl)-5-methyl-3,4-dihydro-2H-chromene-6-carbohydrazide"
Demeton-O-methyl,867-27-6,C(C)SCCOP(=S)(OC)OC,2-ethylsulfanylethoxy-dimethoxy-sulfanylidene-lambda5-phosphane
Hyquincarb,56716-21-3,CN(C(OC1=CC(=NC=2CCCCC12)C)=O)C,"(2-methyl-5,6,7,8-tetrahydroquinolin-4-yl) N,N-dimethylcarbamate"
Leptophos,21609-90-5,BrC1=CC(=C(OP(=S)(C2=CC=CC=C2)OC)C=C1Cl)Cl,"(4-bromo-2,5-dichlorophenoxy)-methoxy-phenyl-sulfanylidene-lambda5-phosphane"
Mephosfolan,950-10-7,C(C)OP(=O)(OCC)/N=C/1\SCC(S1)C,"(E)-N-diethoxyphosphoryl-4-methyl-1,3-dithiolan-2-imine"
Paichongding,948994-16-9,ClC1=CC=C(C=N1)CN1CCN2C1=C(C(CC2OCCC)C)[N+](=O)[O-],"1-[(6-chloro-3-pyridinyl)methyl]-7-methyl-8-nitro-5-propoxy-3,5,6,7-tetrahydro-2H-imidazo[1,2-a]pyridine"
Methiotepa,76-96-0,CC1N(C1)P(=S)(N1C(C1)C)N1C(C1)C,tris(2-methylaziridin-1-yl)-sulfanylidene-lambda5-phosphane
Mancozeb,8018-01-7,[Mn++].[Zn++].[S-]C(=S)NCCNC([S-])=S.[S-]C(=S)NCCNC([S-])=S,zinc;manganese(2+);bis(N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate)
Naftalofos,1491-41-4,P(=O)(ON1C(C2=CC=CC=3C2=C(C1=O)C=CC3)=O)(OCC)OCC,"(1,3-dioxobenzo[de]isoquinolin-2-yl) diethyl phosphate"
Trifluenfuronate,2074661-82-6,COC1=C(C=CC=C1)C1OC(CC1C(=O)OCCC(=C(F)F)F)=O,"3,4,4-trifluorobut-3-enyl 2-(2-methoxyphenyl)-5-oxooxolane-3-carboxylate"
Chlordane,57-74-9,Cl[C@]12C3C(C(CC3[C@](C(=C1Cl)Cl)(C2(Cl)Cl)Cl)Cl)Cl,"(1R,7S)-1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene"
Demephion,8065-62-1,CO[P](=O)(OC)SCCSC,dimethoxy-(2-methylsulfanylethoxy)-sulfanylidene-lambda5-phosphane;1-dimethoxyphosphorylsulfanyl-2-methylsulfanylethane
Trimedlure,12002-53-8,ClC1CC(C(CC1)C(=O)OC(C)(C)C)C,tert-butyl 4-chloro-2-methylcyclohexane-1-carboxylate
Cyfluthrin,68359-37-5,ClC(=CC1C(C1C(=O)OC(C1=CC(=C(C=C1)F)OC1=CC=CC=C1)C#N)(C)C)Cl,"[cyano-(4-fluoro-3-phenoxyphenyl)methyl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate"
Iodofenphos,18181-70-9,ClC1=C(OP(=S)(OC)OC)C=C(C(=C1)I)Cl,"(2,5-dichloro-4-iodophenoxy)-dimethoxy-sulfanylidene-lambda5-phosphane"
Phenthoate,2597-03-7,COP(=S)(OC)SC(C(=O)OCC)C1=CC=CC=C1,ethyl 2-dimethoxyphosphinothioylsulfanyl-2-phenylacetate
Esfenvalerate,66230-04-4,ClC1=CC=C(C=C1)[C@@H](C(=O)O[C@@H](C1=CC(=CC=C1)OC1=CC=CC=C1)C#N)C(C)C,[(S)-cyano-(3-phenoxyphenyl)methyl] (2S)-2-(4-chlorophenyl)-3-methylbutanoate
Demeton,8065-48-3,CCO[P](=O)(OCC)SCCSCC.CCO[P](=S)(OCC)OCCSCC,diethoxy-(2-ethylsulfanylethoxy)-sulfanylidene-lambda5-phosphane;1-diethoxyphosphorylsulfanyl-2-ethylsulfanylethane
DNOC,534-52-1,CC1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O,"2-methyl-4,6-dinitrophenol"
Thiourea,62-56-6,NC(=S)N,thiourea
Isamidofos,66602-87-7,C(C)OP(=O)(NC(C)C)SCC(=O)N(C1=CC=CC=C1)C,2-[ethoxy-(propan-2-ylamino)phosphoryl]sulfanyl-N-methyl-N-phenylacetamide
Metam-sodium,137-42-8,CNC(=S)[S-].[Na+],sodium N-methylcarbamodithioate
Ethanol,64-17-5,C(C)O,ethanol
Fluoroacetamide,640-19-7,FCC(=O)N,2-fluoroacetamide
Amidothioate,14202-66-5,C(C)N(P1(OCC(CO1)(C)C)=S)CC,"N,N-diethyl-5,5-dimethyl-2-sulfanylidene-1,3,2lambda5-dioxaphosphinan-2-amine"
Ethylene urea,120-93-4,N1C(NCC1)=O,imidazolidin-2-one
DDD,72-54-8,ClC1=CC=C(C=C1)C(C(Cl)Cl)C1=CC=C(C=C1)Cl,"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene"
Omethoate,1113-02-6,COP(=O)(OC)SCC(=O)NC,2-dimethoxyphosphorylsulfanyl-N-methylacetamide
Bisulflufen,1922957-45-6,FC1=C(C=C(C(=C1)C)SCC(F)(F)F)C1=C(C=C(C(=C1)SCC(F)(F)F)C)F,"1-fluoro-2-[2-fluoro-4-methyl-5-(2,2,2-trifluoroethylsulfanyl)phenyl]-5-methyl-4-(2,2,2-trifluoroethylsulfanyl)benzene"
Acetophos,2425-25-4,C(C)OP(=O)(OCC)SCC(=O)OCC,ethyl 2-diethoxyphosphorylsulfanylacetate
Isoprocarb,2631-40-5,CNC(OC1=C(C=CC=C1)C(C)C)=O,(2-propan-2-ylphenyl) N-methylcarbamate
Vamidothion,2275-23-2,COP(=O)(OC)SCCSC(C(=O)NC)C,2-(2-dimethoxyphosphorylsulfanylethylsulfanyl)-N-methylpropanamide
Colophonate,50398-69-1,ClC1=CN=C(S1)CSP(=S)(OC)OC,"(5-chloro-1,3-thiazol-2-yl)methylsulfanyl-dimethoxy-sulfanylidene-lambda5-phosphane"
Deltamethrin,52918-63-5,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,"trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate"
Pioxaniliprole,2368920-61-8,C(C)(C)(C)NC(=O)C1=C(C(=CC(=C1)Cl)C)NC(=O)C1=CC(=NN1C1=NC=CC=C1Cl)OC1CS(C1)(=O)=O,"N-[2-(tert-butylcarbamoyl)-4-chloro-6-methylphenyl]-1-(3-chloro-2-pyridinyl)-3-(1,1-dioxothietan-3-yl)oxypyrazole-5-carboxamide"
Cyanogen,460-19-5,C(C#N)#N,oxalonitrile
Formetanate hydrochloride,23422-53-9,[H+].[Cl-].CNC(=O)Oc1cccc(c1)N=CN(C)C,[3-(dimethylaminomethylideneamino)phenyl] N-methylcarbamate;hydrochloride
Phosalone,2310-17-0,ClC1=CC2=C(N(C(O2)=O)CSP(=S)(OCC)OCC)C=C1,"6-chloro-3-(diethoxyphosphinothioylsulfanylmethyl)-1,3-benzoxazol-2-one"
Strobane,8001-50-1,ClC12C(C(C(C(C1(C)C)(C2Cl)Cl)Cl)Cl)(C(Cl)Cl)Cl,"1,2,3,4,5,7-hexachloro-2-(dichloromethyl)-6,6-dimethylbicyclo[3.1.1]heptane"
Demeton-S-methyl,919-86-8,COP(=O)(OC)SCCSCC,1-dimethoxyphosphorylsulfanyl-2-ethylsulfanylethane
Bromfenvinfos,33399-00-7,P(=O)(OC(=CBr)C1=C(C=C(C=C1)Cl)Cl)(OCC)OCC,"[2-bromo-1-(2,4-dichlorophenyl)ethenyl] diethyl phosphate"
Furethrin,17080-02-3,CC1(C(C1C=C(C)C)C(=O)OC1C(=C(C(C1)=O)CC=1OC=CC1)C)C,"[3-(furan-2-ylmethyl)-2-methyl-4-oxocyclopent-2-en-1-yl] 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate"
Dimethyl phthalate,131-11-3,C=1(C(=CC=CC1)C(=O)OC)C(=O)OC,"dimethyl benzene-1,2-dicarboxylate"
Triprene,40596-80-3,COC(CCCC(C/C=C/C(=C/C(SCC)=O)/C)C)(C)C,"S-ethyl (2E,4E)-11-methoxy-3,7,11-trimethyldodeca-2,4-dienethioate"
Brofluthrinate,160791-64-0,FC(OC1=CC=C(C=C1)C(C(=O)OC(C#N)C1=CC(=CC=C1)OC1=CC=C(C=C1)Br)C(C)C)F,[[3-(4-bromophenoxy)phenyl]-cyanomethyl] 2-[4-(difluoromethoxy)phenyl]-3-methylbutanoate
Dienochlor,2227-17-0,ClC1=C(C(=C(C1(C1(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-5-(1,2,3,4,5-pentachlorocyclopenta-2,4-dien-1-yl)cyclopenta-1,3-diene"
Epsilon-momfluorothrin,1065124-65-3,Not found,"cis-[2,3,5,6-tetrafluoro-4-(methoxymethyl)phenyl]methyl (1R,3R)-3-[(Z)-2-cyanoprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate"
Fensulfothion,115-90-2,C(C)OP(=S)(OC1=CC=C(C=C1)S(=O)C)OCC,diethoxy-(4-methylsulfinylphenoxy)-sulfanylidene-lambda5-phosphane
Bentioflumin,2566451-67-8,ClC1=CC(=C(NCC2=C(C(=O)OC)C=CC=C2)C=C1SCC(F)(F)F)F,"methyl 2-[[4-chloro-2-fluoro-5-(2,2,2-trifluoroethylsulfanyl)anilino]methyl]benzoate"
Carbon disulphide,75-15-0,C(=S)=S,methanedithione
Beta-cypermethrin,52315-07-8,ClC(=CC1C(C1C(=O)OC(C1=CC(=CC=C1)OC1=CC=CC=C1)C#N)(C)C)Cl,"[cyano-(3-phenoxyphenyl)methyl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate"
Jasmone,488-10-8,CC1=C(C(CC1)=O)C\C=C/CC,3-methyl-2-[(Z)-pent-2-enyl]cyclopent-2-en-1-one
Triazamate,112143-82-5,C(C)(C)(C)C=1N=C(N(N1)C(N(C)C)=O)SCC(=O)OCC,"ethyl 2-[[5-tert-butyl-2-(dimethylcarbamoyl)-1,2,4-triazol-3-yl]sulfanyl]acetate"
Chlorfenvinphos,470-90-6,P(=O)(OC(=CCl)C1=C(C=C(C=C1)Cl)Cl)(OCC)OCC,"[2-chloro-1-(2,4-dichlorophenyl)ethenyl] diethyl phosphate"
Fenazaquin,120928-09-8,C(C)(C)(C)C1=CC=C(C=C1)CCOC1=NC=NC2=CC=CC=C12,4-[2-(4-tert-butylphenyl)ethoxy]quinazoline
Dimethyl disulfide,624-92-0,CSSC,(methyldisulfanyl)methane
Thiometon,640-15-3,C(C)SCCSP(=S)(OC)OC,2-ethylsulfanylethylsulfanyl-dimethoxy-sulfanylidene-lambda5-phosphane
Eugenol,97-53-0,COC1=C(C=CC(=C1)CC=C)O,2-methoxy-4-prop-2-enylphenol
Sulfiram,95-05-6,C(C)N(C(=S)SC(N(CC)CC)=S)CC,"diethylcarbamothioyl N,N-diethylcarbamodithioate"
Cypermethrin,52315-07-8,ClC(=CC1C(C1C(=O)OC(C1=CC(=CC=C1)OC1=CC=CC=C1)C#N)(C)C)Cl,"[cyano-(3-phenoxyphenyl)methyl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate"
Caprylic acid,124-07-2,C(CCCCCCC)(=O)O,octanoic acid
Chlorfenapyr,122453-73-0,BrC=1C(=C(N(C1C(F)(F)F)COCC)C1=CC=C(C=C1)Cl)C#N,4-bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)pyrrole-3-carbonitrile
Chloropropylate,5836-10-2,ClC1=CC=C(C=C1)C(C(=O)OC(C)C)(O)C1=CC=C(C=C1)Cl,"propan-2-yl 2,2-bis(4-chlorophenyl)-2-hydroxyacetate"
Promacyl,34264-24-9,O=C(CNC(OC1=CC(=CC(=C1)C(C)C)C)=O)CCC,(3-methyl-5-propan-2-ylphenyl) N-(2-oxopentyl)carbamate
Chlorempenthrin,54407-47-5,ClC(=CC1C(C1C(=O)OC(C#C)\C(=C\CC)\C)(C)C)Cl,"[(E)-4-methylhept-4-en-1-yn-3-yl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate"
Nitenpyram,150824-47-8,CCN(Cc1ccc(Cl)nc1)\C(NC)=C\[N+]([O-])=O,"(E)-1-N'-[(6-chloro-3-pyridinyl)methyl]-1-N'-ethyl-1-N-methyl-2-nitroethene-1,1-diamine"
Phosnichlor,5826-76-6,ClC1=C(C=C(OP(=S)(OC)OC)C=C1)[N+](=O)[O-],(4-chloro-3-nitrophenoxy)-dimethoxy-sulfanylidene-lambda5-phosphane
Carbophenothion,786-19-6,ClC1=CC=C(C=C1)SCSP(=S)(OCC)OCC,(4-chlorophenyl)sulfanylmethylsulfanyl-diethoxy-sulfanylidene-lambda5-phosphane
Flufenprox,107713-58-6,ClC1=CC=C(C=C1)OC1=CC(=CC=C1)COCC(C(F)(F)F)C1=CC=C(C=C1)OCC,"1-chloro-4-[3-[[2-(4-ethoxyphenyl)-3,3,3-trifluoropropoxy]methyl]phenoxy]benzene"
Thiosultap,98968-92-4,CN(C(CSS(=O)(=O)O)CSS(=O)(=O)O)C,"2-(dimethylamino)-1,3-bis(sulfosulfanyl)propane"
Acethion,919-54-0,C(C)OP(=S)(OCC)SCC(=O)OCC,ethyl 2-diethoxyphosphinothioylsulfanylacetate
Dimepyrolimet,3056779-02-0,ClC1=C(C=NN1C)NC(=O)[C@H]1C(N(C[C@@H]1C1=CC(=CC(=C1)C)C)C)=O,"(3S,4S)-N-(5-chloro-1-methylpyrazol-4-yl)-4-(3,5-dimethylphenyl)-1-methyl-2-oxopyrrolidine-3-carboxamide"
